DATE_TIME,IRRADIATION,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE
2022-01-13 09:15:00,0.7194,36.17,57.01
2022-01-13 09:30:00,0.9360,38.95,62.30
2022-01-13 09:45:00,0.8177,38.22,59.94
2022-01-13 10:00:00,0.8789,39.55,59.61
2022-01-13 10:15:00,0.9085,40.43,62.13
2022-01-13 10:30:00,0.9206,36.64,58.72
2022-01-13 10:45:00,0.9400,41.10,63.85
2022-01-13 11:00:00,0.9367,38.78,61.50
2022-01-13 11:15:00,1.0000,40.57,65.17
2022-01-13 11:30:00,0.9674,38.54,61.43
2022-01-13 11:45:00,0.9430,39.55,62.95
2022-01-13 12:00:00,1.0000,39.92,64.04
2022-01-13 12:15:00,1.0000,39.03,64.81
2022-01-13 12:30:00,0.9923,40.47,64.27
2022-01-13 12:45:00,0.8973,37.49,59.77
2022-01-13 13:00:00,0.9712,40.05,65.74
2022-01-13 13:15:00,0.9289,39.95,62.23
2022-01-13 13:30:00,1.0000,40.54,63.70
2022-01-13 13:45:00,0.8558,36.73,57.62
2022-01-13 14:00:00,0.8261,36.34,57.32
2022-01-13 14:15:00,0.8247,37.03,59.08
2022-01-13 14:30:00,0.7972,35.69,57.92
2022-01-13 14:45:00,0.6465,34.03,51.05
2022-01-13 15:00:00,0.6476,33.13,50.41
2022-01-13 15:15:00,0.6233,34.07,50.73
2022-01-13 15:30:00,0.5118,31.85,49.39
2022-01-13 15:45:00,0.5944,33.60,49.98
2022-01-13 16:00:00,0.4458,29.54,42.73
2022-01-13 16:15:00,0.4437,31.61,44.35
2022-01-13 16:30:00,0.3982,30.47,44.32
2022-01-13 16:45:00,0.3043,27.28,41.08
2022-01-13 17:00:00,0.3128,27.12,36.09
2022-01-13 17:15:00,0.2328,29.17,39.44
2022-01-13 17:30:00,0.1543,24.33,32.47
2022-01-13 17:45:00,0.0194,20.11,22.73
2022-01-13 18:00:00,0.0000,20.02,26.66
2022-01-13 18:15:00,0.0000,22.15,28.53
2022-01-13 18:30:00,0.0000,22.67,30.83
2022-01-13 18:45:00,0.0000,21.23,26.19
2022-01-13 19:00:00,0.0000,20.69,24.87
2022-01-13 19:15:00,0.0000,22.67,30.91
2022-01-13 19:30:00,0.0000,21.57,27.60
2022-01-13 19:45:00,0.0000,21.47,29.21
2022-01-13 20:00:00,0.0000,20.00,27.56
2022-01-13 20:15:00,0.0000,23.98,30.89
2022-01-13 20:30:00,0.0000,23.60,31.44
2022-01-13 20:45:00,0.0000,20.25,26.84
2022-01-13 21:00:00,0.0000,22.94,30.53
2022-01-13 21:15:00,0.0000,22.65,28.84
2022-01-13 21:30:00,0.0000,20.00,26.60
2022-01-13 21:45:00,0.0000,21.81,27.05
2022-01-13 22:00:00,0.0000,22.98,29.38
2022-01-13 22:15:00,0.0000,21.29,27.54
2022-01-13 22:30:00,0.0000,22.24,27.59
2022-01-13 22:45:00,0.0000,22.26,27.25
2022-01-13 23:00:00,0.0000,20.04,27.26
2022-01-13 23:15:00,0.0000,21.54,26.34
2022-01-13 23:30:00,0.0000,21.42,27.05
2022-01-13 23:45:00,0.0000,22.55,26.09
2022-01-14 00:00:00,0.0000,21.69,28.34
2022-01-14 00:15:00,0.0000,20.40,27.58
2022-01-14 00:30:00,0.0000,20.00,27.29
2022-01-14 00:45:00,0.0000,23.88,31.59
2022-01-14 01:00:00,0.0000,22.04,27.77
2022-01-14 01:15:00,0.0000,22.75,28.79
2022-01-14 01:30:00,0.0000,20.55,24.00
2022-01-14 01:45:00,0.0000,22.73,26.31
2022-01-14 02:00:00,0.0000,22.47,30.53
2022-01-14 02:15:00,0.0000,20.00,27.86
2022-01-14 02:30:00,0.0000,22.73,28.96
2022-01-14 02:45:00,0.0000,23.60,28.96
2022-01-14 03:00:00,0.0000,21.93,28.05
2022-01-14 03:15:00,0.0000,23.09,30.33
2022-01-14 03:30:00,0.0000,20.69,28.62
2022-01-14 03:45:00,0.0000,22.39,30.92
2022-01-14 04:00:00,0.0000,21.87,28.84
2022-01-14 04:15:00,0.0000,20.75,23.13
2022-01-14 04:30:00,0.0000,22.80,30.80
2022-01-14 04:45:00,0.0000,21.40,26.43
2022-01-14 05:00:00,0.0000,20.90,29.24
2022-01-14 05:15:00,0.0000,23.90,30.56
2022-01-14 05:30:00,0.0000,22.95,31.30
2022-01-14 05:45:00,0.0000,23.90,32.02
2022-01-14 06:00:00,0.0000,21.11,26.38
2022-01-14 06:15:00,0.0892,22.56,32.17
2022-01-14 06:30:00,0.1778,23.84,33.36
2022-01-14 06:45:00,0.2167,26.23,37.70
2022-01-14 07:00:00,0.3191,29.03,42.42
2022-01-14 07:15:00,0.3466,28.43,38.93
2022-01-14 07:30:00,0.4695,29.89,43.75
2022-01-14 07:45:00,0.5388,30.61,48.32
2022-01-14 08:00:00,0.4982,30.89,44.73
2022-01-14 08:15:00,0.5248,31.08,46.39
2022-01-14 08:30:00,0.6065,32.95,49.48
2022-01-14 08:45:00,0.6033,31.67,48.65
2022-01-14 09:00:00,0.7709,36.55,57.36
2022-01-14 09:15:00,0.7388,37.06,57.92
2022-01-14 09:30:00,0.7288,35.98,54.01
2022-01-14 09:45:00,0.8434,35.41,59.46
2022-01-14 10:00:00,0.9115,38.05,64.05
2022-01-14 10:15:00,0.8111,37.80,58.36
2022-01-14 10:30:00,0.9072,39.21,62.45
2022-01-14 10:45:00,0.9120,38.25,60.41
2022-01-14 11:00:00,0.9332,35.98,59.26
2022-01-14 11:15:00,0.8700,36.80,57.75
2022-01-14 11:30:00,1.0000,39.22,64.65
2022-01-14 11:45:00,0.9726,38.17,61.13
2022-01-14 12:00:00,1.0000,40.41,64.21
2022-01-14 12:15:00,1.0000,39.41,64.10
2022-01-14 12:30:00,0.9850,40.76,63.20
2022-01-14 12:45:00,0.9518,38.97,61.17
2022-01-14 13:00:00,1.0000,40.60,63.82
2022-01-14 13:15:00,1.0000,41.44,64.52
2022-01-14 13:30:00,0.9834,39.49,63.94
2022-01-14 13:45:00,0.9044,38.59,60.93
2022-01-14 14:00:00,0.8506,38.99,59.22
2022-01-14 14:15:00,0.8019,34.77,55.83
2022-01-14 14:30:00,0.8236,36.78,58.56
2022-01-14 14:45:00,0.7396,36.28,54.72
2022-01-14 15:00:00,0.6997,33.92,52.52
2022-01-14 15:15:00,0.6169,29.84,45.80
2022-01-14 15:30:00,0.6770,35.74,53.69
2022-01-14 15:45:00,0.5945,33.35,49.68
2022-01-14 16:00:00,0.3934,27.21,41.95
2022-01-14 16:15:00,0.4215,28.36,42.55
2022-01-14 16:30:00,0.4980,29.28,44.99
2022-01-14 16:45:00,0.3725,30.20,45.98
2022-01-14 17:00:00,0.2208,25.18,36.21
2022-01-14 17:15:00,0.1850,24.97,34.07
2022-01-14 17:30:00,0.0769,24.47,28.12
2022-01-14 17:45:00,0.0000,23.18,28.63
2022-01-14 18:00:00,0.0000,20.00,26.48
2022-01-14 18:15:00,0.0000,24.79,32.32
2022-01-14 18:30:00,0.0000,23.05,29.86
2022-01-14 18:45:00,0.0000,20.69,27.66
2022-01-14 19:00:00,0.0000,22.02,27.21
2022-01-14 19:15:00,0.0000,20.88,28.17
2022-01-14 19:30:00,0.0000,23.05,26.52
2022-01-14 19:45:00,0.0000,20.75,26.14
2022-01-14 20:00:00,0.0000,22.94,28.95
2022-01-14 20:15:00,0.0000,22.69,27.22
2022-01-14 20:30:00,0.0000,22.97,28.00
2022-01-14 20:45:00,0.0000,21.66,26.62
2022-01-14 21:00:00,0.0000,21.34,32.10
2022-01-14 21:15:00,0.0000,21.96,25.98
2022-01-14 21:30:00,0.0000,23.14,27.59
2022-01-14 21:45:00,0.0000,21.79,27.08
2022-01-14 22:00:00,0.0000,20.00,24.68
2022-01-14 22:15:00,0.0000,22.98,29.46
2022-01-14 22:30:00,0.0000,22.47,29.15
2022-01-14 22:45:00,0.0000,20.00,27.60
2022-01-14 23:00:00,0.0000,21.63,29.42
2022-01-14 23:15:00,0.0000,20.00,25.78
2022-01-14 23:30:00,0.0000,23.66,31.07
2022-01-14 23:45:00,0.0000,23.56,27.55
2022-01-15 00:00:00,0.0000,21.42,29.59
2022-01-15 00:15:00,0.0000,23.30,30.42
2022-01-15 00:30:00,0.0000,23.45,29.59
2022-01-15 00:45:00,0.0000,20.91,27.04
2022-01-15 01:00:00,0.0000,22.56,29.08
2022-01-15 01:15:00,0.0000,22.97,31.93
2022-01-15 01:30:00,0.0000,22.72,27.12
2022-01-15 01:45:00,0.0000,20.09,25.29
2022-01-15 02:00:00,0.0000,21.54,27.68
2022-01-15 02:15:00,0.0000,23.22,28.42
2022-01-15 02:30:00,0.0000,20.56,28.66
2022-01-15 02:45:00,0.0000,20.33,24.87
2022-01-15 03:00:00,0.0000,21.93,27.58
2022-01-15 03:15:00,0.0000,22.41,31.32
2022-01-15 03:30:00,0.0000,22.09,28.86
2022-01-15 03:45:00,0.0000,23.62,30.71
2022-01-15 04:00:00,0.0000,23.83,31.04
2022-01-15 04:15:00,0.0000,22.55,28.74
2022-01-15 04:30:00,0.0000,21.58,27.54
2022-01-15 04:45:00,0.0000,21.99,28.55
2022-01-15 05:00:00,0.0000,22.06,25.44
2022-01-15 05:15:00,0.0000,22.71,31.82
2022-01-15 05:30:00,0.0000,21.69,28.21
2022-01-15 05:45:00,0.0000,24.73,29.43
2022-01-15 06:00:00,0.0000,22.75,30.25
2022-01-15 06:15:00,0.0604,24.01,32.14
2022-01-15 06:30:00,0.1336,21.26,28.73
2022-01-15 06:45:00,0.2233,24.91,33.57
2022-01-15 07:00:00,0.2302,25.54,36.39
2022-01-15 07:15:00,0.3249,28.25,41.77
2022-01-15 07:30:00,0.4466,29.76,44.45
2022-01-15 07:45:00,0.4281,29.51,42.05
2022-01-15 08:00:00,0.4862,31.49,44.81
2022-01-15 08:15:00,0.5420,31.79,45.51
2022-01-15 08:30:00,0.6366,32.99,50.07
2022-01-15 08:45:00,0.7824,35.91,52.20
2022-01-15 09:00:00,0.6212,32.84,52.36
2022-01-15 09:15:00,0.7171,33.95,50.85
2022-01-15 09:30:00,0.8036,36.53,56.28
2022-01-15 09:45:00,0.8312,37.37,58.87
2022-01-15 10:00:00,0.8722,37.40,58.32
2022-01-15 10:15:00,0.8807,35.80,57.92
2022-01-15 10:30:00,0.8915,36.73,61.25
2022-01-15 10:45:00,0.8287,38.05,57.99
2022-01-15 11:00:00,0.9949,37.68,60.55
2022-01-15 11:15:00,0.9552,40.62,63.09
2022-01-15 11:30:00,0.9933,38.65,61.79
2022-01-15 11:45:00,1.0000,40.11,63.07
2022-01-15 12:00:00,0.9687,41.63,65.87
2022-01-15 12:15:00,0.9499,38.41,62.64
2022-01-15 12:30:00,1.0000,40.03,66.19
2022-01-15 12:45:00,0.8890,39.03,62.35
2022-01-15 13:00:00,0.9714,40.25,63.05
2022-01-15 13:15:00,0.9248,39.48,59.67
2022-01-15 13:30:00,0.8839,35.87,57.73
2022-01-15 13:45:00,0.8600,38.03,61.03
2022-01-15 14:00:00,0.7940,40.12,61.89
2022-01-15 14:15:00,0.8023,37.70,59.27
2022-01-15 14:30:00,0.8188,37.27,60.60
2022-01-15 14:45:00,0.7273,35.70,55.26
2022-01-15 15:00:00,0.7554,35.69,55.55
2022-01-15 15:15:00,0.6305,36.34,53.60
2022-01-15 15:30:00,0.5527,32.10,46.46
2022-01-15 15:45:00,0.4913,31.36,47.53
2022-01-15 16:00:00,0.5616,32.32,47.95
2022-01-15 16:15:00,0.4571,29.49,42.49
2022-01-15 16:30:00,0.3524,28.97,39.83
2022-01-15 16:45:00,0.2717,27.05,38.70
2022-01-15 17:00:00,0.2880,29.04,37.14
2022-01-15 17:15:00,0.1851,26.15,37.65
2022-01-15 17:30:00,0.0509,25.34,34.19
2022-01-15 17:45:00,0.0610,20.32,24.63
2022-01-15 18:00:00,0.0000,22.83,28.35
2022-01-15 18:15:00,0.0000,22.05,28.81
2022-01-15 18:30:00,0.0000,21.24,28.99
2022-01-15 18:45:00,0.0000,21.99,26.89
2022-01-15 19:00:00,0.0000,22.46,29.19
2022-01-15 19:15:00,0.0000,21.15,27.57
2022-01-15 19:30:00,0.0000,20.84,26.93
2022-01-15 19:45:00,0.0000,21.49,28.93
2022-01-15 20:00:00,0.0000,24.40,29.70
2022-01-15 20:15:00,0.0000,20.76,28.56
2022-01-15 20:30:00,0.0000,25.10,31.62
2022-01-15 20:45:00,0.0000,22.96,27.11
2022-01-15 21:00:00,0.0000,21.23,24.77
2022-01-15 21:15:00,0.0000,21.02,26.60
2022-01-15 21:30:00,0.0000,20.57,28.65
2022-01-15 21:45:00,0.0000,23.59,27.39
2022-01-15 22:00:00,0.0000,23.01,28.21
2022-01-15 22:15:00,0.0000,21.98,28.63
2022-01-15 22:30:00,0.0000,22.08,29.10
2022-01-15 22:45:00,0.0000,23.46,28.40
2022-01-15 23:00:00,0.0000,22.13,26.61
2022-01-15 23:15:00,0.0000,23.49,27.41
2022-01-15 23:30:00,0.0000,20.78,27.06
2022-01-15 23:45:00,0.0000,21.50,24.50
2022-01-16 00:00:00,0.0000,22.84,26.76
2022-01-16 00:15:00,0.0000,21.03,28.66
2022-01-16 00:30:00,0.0000,21.90,26.26
2022-01-16 00:45:00,0.0000,23.63,30.32
2022-01-16 01:00:00,0.0000,22.17,27.38
2022-01-16 01:15:00,0.0000,21.28,26.34
2022-01-16 01:30:00,0.0000,22.79,30.30
2022-01-16 01:45:00,0.0000,22.99,26.76
2022-01-16 02:00:00,0.0000,21.16,24.72
2022-01-16 02:15:00,0.0000,20.06,26.39
2022-01-16 02:30:00,0.0000,21.14,24.54
2022-01-16 02:45:00,0.0000,22.39,29.87
2022-01-16 03:00:00,0.0000,24.06,27.53
2022-01-16 03:15:00,0.0000,22.47,32.07
2022-01-16 03:30:00,0.0000,20.99,25.30
2022-01-16 03:45:00,0.0000,22.79,28.63
2022-01-16 04:00:00,0.0000,22.59,29.92
2022-01-16 04:15:00,0.0000,21.97,28.61
2022-01-16 04:30:00,0.0000,22.57,28.32
2022-01-16 04:45:00,0.0000,20.00,27.34
2022-01-16 05:00:00,0.0000,21.72,27.05
2022-01-16 05:15:00,0.0000,22.87,31.65
2022-01-16 05:30:00,0.0000,21.67,29.37
2022-01-16 05:45:00,0.0000,23.01,27.41
2022-01-16 06:00:00,0.0000,21.63,29.84
2022-01-16 06:15:00,0.0208,23.28,27.24
2022-01-16 06:30:00,0.0570,23.67,30.75
2022-01-16 06:45:00,0.1610,23.06,31.86
2022-01-16 07:00:00,0.2205,26.22,39.45
2022-01-16 07:15:00,0.4398,28.76,43.78
2022-01-16 07:30:00,0.3935,26.91,42.85
2022-01-16 07:45:00,0.3809,28.79,42.22
2022-01-16 08:00:00,0.4815,30.94,45.91
2022-01-16 08:15:00,0.6259,30.53,47.16
2022-01-16 08:30:00,0.7089,33.78,55.47
2022-01-16 08:45:00,0.5947,34.62,49.85
2022-01-16 09:00:00,0.6324,34.29,51.93
2022-01-16 09:15:00,0.7372,35.12,52.92
2022-01-16 09:30:00,0.8550,37.80,58.62
2022-01-16 09:45:00,0.9152,39.72,61.74
2022-01-16 10:00:00,0.9702,37.92,61.07
2022-01-16 10:15:00,0.8796,35.58,59.66
2022-01-16 10:30:00,0.9362,41.03,63.02
2022-01-16 10:45:00,0.9586,38.14,63.33
2022-01-16 11:00:00,0.9473,40.06,62.71
2022-01-16 11:15:00,0.9714,39.14,64.68
2022-01-16 11:30:00,1.0000,41.12,64.69
2022-01-16 11:45:00,0.9727,39.12,63.16
2022-01-16 12:00:00,0.9761,39.23,62.17
2022-01-16 12:15:00,0.9447,40.70,65.21
2022-01-16 12:30:00,1.0000,41.03,63.90
2022-01-16 12:45:00,0.9324,37.25,58.58
2022-01-16 13:00:00,0.9871,40.06,66.08
2022-01-16 13:15:00,0.9798,39.48,60.10
2022-01-16 13:30:00,0.9657,41.27,63.00
2022-01-16 13:45:00,0.8555,37.57,60.20
2022-01-16 14:00:00,0.8989,38.16,61.49
2022-01-16 14:15:00,0.8830,37.25,59.77
2022-01-16 14:30:00,0.8388,35.97,56.21
2022-01-16 14:45:00,0.7183,34.42,53.72
2022-01-16 15:00:00,0.7366,36.42,56.83
2022-01-16 15:15:00,0.6842,34.58,55.54
2022-01-16 15:30:00,0.5134,32.36,47.37
2022-01-16 15:45:00,0.5203,31.95,48.05
2022-01-16 16:00:00,0.5021,31.48,48.61
2022-01-16 16:15:00,0.4108,28.64,41.50
2022-01-16 16:30:00,0.4356,30.92,46.67
2022-01-16 16:45:00,0.3765,28.37,38.57
2022-01-16 17:00:00,0.2188,25.17,31.04
2022-01-16 17:15:00,0.2426,26.03,34.67
2022-01-16 17:30:00,0.1351,25.00,31.84
2022-01-16 17:45:00,0.0518,22.76,30.19
2022-01-16 18:00:00,0.0406,22.82,28.23
2022-01-16 18:15:00,0.0000,23.52,29.29
2022-01-16 18:30:00,0.0000,22.76,28.88
2022-01-16 18:45:00,0.0000,22.84,27.76
2022-01-16 19:00:00,0.0000,23.38,28.94
2022-01-16 19:15:00,0.0000,21.47,26.56
2022-01-16 19:30:00,0.0000,20.00,24.87
2022-01-16 19:45:00,0.0000,20.27,27.16
2022-01-16 20:00:00,0.0000,20.00,25.49
2022-01-16 20:15:00,0.0000,23.95,30.64
2022-01-16 20:30:00,0.0000,22.58,29.83
2022-01-16 20:45:00,0.0000,22.74,28.40
2022-01-16 21:00:00,0.0000,22.78,31.85
2022-01-16 21:15:00,0.0000,22.28,29.81
2022-01-16 21:30:00,0.0000,23.89,30.42
2022-01-16 21:45:00,0.0000,22.09,27.52
2022-01-16 22:00:00,0.0000,21.59,27.52
2022-01-16 22:15:00,0.0000,23.09,32.04
2022-01-16 22:30:00,0.0000,22.71,30.05
2022-01-16 22:45:00,0.0000,23.49,28.36
2022-01-16 23:00:00,0.0000,20.36,24.82
2022-01-16 23:15:00,0.0000,22.51,29.05
2022-01-16 23:30:00,0.0000,22.36,29.09
2022-01-16 23:45:00,0.0000,20.00,26.68
2022-01-17 00:00:00,0.0000,22.15,30.42
2022-01-17 00:15:00,0.0000,20.09,25.66
2022-01-17 00:30:00,0.0000,23.25,29.18
2022-01-17 00:45:00,0.0000,21.45,27.04
2022-01-17 01:00:00,0.0000,22.56,27.12
2022-01-17 01:15:00,0.0000,22.46,28.54
2022-01-17 01:30:00,0.0000,24.18,29.55
2022-01-17 01:45:00,0.0000,21.98,28.03
2022-01-17 02:00:00,0.0000,20.87,28.32
2022-01-17 02:15:00,0.0000,23.64,30.01
2022-01-17 02:30:00,0.0000,24.14,28.74
2022-01-17 02:45:00,0.0000,22.72,29.11
2022-01-17 03:00:00,0.0000,20.91,27.04
2022-01-17 03:15:00,0.0000,22.13,28.73
2022-01-17 03:30:00,0.0000,21.82,28.72
2022-01-17 03:45:00,0.0000,21.92,28.05
2022-01-17 04:00:00,0.0000,20.24,26.66
2022-01-17 04:15:00,0.0000,21.76,27.26
2022-01-17 04:30:00,0.0000,20.28,25.85
2022-01-17 04:45:00,0.0000,23.17,27.96
2022-01-17 05:00:00,0.0000,21.66,27.82
2022-01-17 05:15:00,0.0000,21.92,24.59
2022-01-17 05:30:00,0.0000,21.53,26.57
2022-01-17 05:45:00,0.0000,22.27,28.79
2022-01-17 06:00:00,0.0000,20.31,28.30
2022-01-17 06:15:00,0.0088,22.61,30.08
2022-01-17 06:30:00,0.1409,25.52,33.99
2022-01-17 06:45:00,0.2480,25.76,38.85
2022-01-17 07:00:00,0.2744,26.42,32.99
2022-01-17 07:15:00,0.3350,27.23,41.33
2022-01-17 07:30:00,0.4041,26.00,40.51
2022-01-17 07:45:00,0.4935,29.84,42.75
2022-01-17 08:00:00,0.4860,30.36,42.92
2022-01-17 08:15:00,0.5421,33.16,49.54
2022-01-17 08:30:00,0.5663,32.57,49.03
2022-01-17 08:45:00,0.7028,35.72,52.83
2022-01-17 09:00:00,0.6753,33.01,51.91
2022-01-17 09:15:00,0.8045,35.88,58.01
2022-01-17 09:30:00,0.8498,37.91,59.91
2022-01-17 09:45:00,0.7498,37.66,55.92
2022-01-17 10:00:00,0.8355,37.70,59.92
2022-01-17 10:15:00,0.9393,38.27,60.77
2022-01-17 10:30:00,0.9154,39.06,59.96
2022-01-17 10:45:00,0.9802,40.42,61.11
2022-01-17 11:00:00,0.9228,37.01,58.05
2022-01-17 11:15:00,0.9252,39.41,60.84
2022-01-17 11:30:00,1.0000,38.81,63.96
2022-01-17 11:45:00,1.0000,38.09,61.57
2022-01-17 12:00:00,0.9372,39.96,64.18
2022-01-17 12:15:00,1.0000,40.51,65.14
2022-01-17 12:30:00,1.0000,40.10,64.37
2022-01-17 12:45:00,0.9894,38.96,63.49
2022-01-17 13:00:00,0.9019,39.51,61.98
2022-01-17 13:15:00,0.8617,38.10,60.35
2022-01-17 13:30:00,0.9416,38.52,62.91
2022-01-17 13:45:00,0.9304,38.82,60.55
2022-01-17 14:00:00,0.8940,38.38,59.80
2022-01-17 14:15:00,0.8560,37.50,58.35
2022-01-17 14:30:00,0.8097,35.35,56.08
2022-01-17 14:45:00,0.7625,35.32,55.08
2022-01-17 15:00:00,0.7707,37.35,58.29
2022-01-17 15:15:00,0.6972,34.36,51.37
2022-01-17 15:30:00,0.5965,30.54,47.89
2022-01-17 15:45:00,0.5229,30.85,43.92
2022-01-17 16:00:00,0.4448,28.77,41.87
2022-01-17 16:15:00,0.5209,32.52,48.49
2022-01-17 16:30:00,0.4018,26.92,37.74
2022-01-17 16:45:00,0.2899,29.22,39.36
2022-01-17 17:00:00,0.2698,26.68,37.38
2022-01-17 17:15:00,0.1693,25.43,33.75
2022-01-17 17:30:00,0.0849,21.48,28.38
2022-01-17 17:45:00,0.0535,21.41,27.71
2022-01-17 18:00:00,0.0000,22.53,27.28
2022-01-17 18:15:00,0.0000,22.21,25.91
2022-01-17 18:30:00,0.0000,20.00,26.82
2022-01-17 18:45:00,0.0000,22.04,28.34
2022-01-17 19:00:00,0.0000,22.99,28.33
2022-01-17 19:15:00,0.0000,21.23,26.39
2022-01-17 19:30:00,0.0000,22.14,29.88
2022-01-17 19:45:00,0.0000,21.50,30.69
2022-01-17 20:00:00,0.0000,22.20,29.16
2022-01-17 20:15:00,0.0000,20.07,27.92
2022-01-17 20:30:00,0.0000,20.48,26.55
2022-01-17 20:45:00,0.0000,20.34,25.42
2022-01-17 21:00:00,0.0000,22.58,28.89
2022-01-17 21:15:00,0.0000,21.91,29.85
2022-01-17 21:30:00,0.0000,20.00,25.62
2022-01-17 21:45:00,0.0000,20.37,22.18
2022-01-17 22:00:00,0.0000,21.10,26.87
2022-01-17 22:15:00,0.0000,20.00,27.01
2022-01-17 22:30:00,0.0000,22.37,28.20
2022-01-17 22:45:00,0.0000,20.00,28.01
2022-01-17 23:00:00,0.0000,21.43,25.91
2022-01-17 23:15:00,0.0000,22.14,25.03
2022-01-17 23:30:00,0.0000,21.78,29.32
2022-01-17 23:45:00,0.0000,22.79,28.82
2022-01-18 00:00:00,0.0000,21.76,27.61
2022-01-18 00:15:00,0.0000,23.25,29.03
2022-01-18 00:30:00,0.0000,22.00,28.90
2022-01-18 00:45:00,0.0000,21.62,27.14
2022-01-18 01:00:00,0.0000,22.57,26.70
2022-01-18 01:15:00,0.0000,21.54,28.52
2022-01-18 01:30:00,0.0000,22.08,29.45
2022-01-18 01:45:00,0.0000,20.93,29.24
2022-01-18 02:00:00,0.0000,22.27,26.21
2022-01-18 02:15:00,0.0000,20.89,25.49
2022-01-18 02:30:00,0.0000,22.29,28.44
2022-01-18 02:45:00,0.0000,22.25,27.80
2022-01-18 03:00:00,0.0000,23.13,28.34
2022-01-18 03:15:00,0.0000,21.69,27.30
2022-01-18 03:30:00,0.0000,21.07,26.61
2022-01-18 03:45:00,0.0000,23.65,31.07
2022-01-18 04:00:00,0.0000,20.57,25.28
2022-01-18 04:15:00,0.0000,20.41,28.19
2022-01-18 04:30:00,0.0000,21.20,26.27
2022-01-18 04:45:00,0.0000,22.27,26.66
2022-01-18 05:00:00,0.0000,22.20,28.85
2022-01-18 05:15:00,0.0000,23.93,31.02
2022-01-18 05:30:00,0.0000,20.47,25.52
2022-01-18 05:45:00,0.0000,20.31,27.45
2022-01-18 06:00:00,0.0000,22.09,30.77
2022-01-18 06:15:00,0.1055,23.40,30.13
2022-01-18 06:30:00,0.2270,25.45,36.74
2022-01-18 06:45:00,0.2614,27.21,39.43
2022-01-18 07:00:00,0.1737,26.89,34.59
2022-01-18 07:15:00,0.2811,26.87,36.97
2022-01-18 07:30:00,0.4400,30.61,45.94
2022-01-18 07:45:00,0.4459,30.05,44.33
2022-01-18 08:00:00,0.5694,31.28,49.68
2022-01-18 08:15:00,0.5644,32.52,49.40
2022-01-18 08:30:00,0.6134,33.08,49.67
2022-01-18 08:45:00,0.6920,33.19,50.63
2022-01-18 09:00:00,0.7608,35.90,55.43
2022-01-18 09:15:00,0.7304,36.95,55.72
2022-01-18 09:30:00,0.8282,41.05,61.20
2022-01-18 09:45:00,0.9070,40.47,63.07
2022-01-18 10:00:00,0.8347,37.91,58.78
2022-01-18 10:15:00,0.9632,38.87,61.97
2022-01-18 10:30:00,0.9385,41.34,63.62
2022-01-18 10:45:00,0.9521,38.76,59.40
2022-01-18 11:00:00,0.9614,38.27,61.87
2022-01-18 11:15:00,0.9267,38.71,58.65
2022-01-18 11:30:00,1.0000,40.70,67.56
2022-01-18 11:45:00,0.9639,38.13,60.15
2022-01-18 12:00:00,1.0000,39.05,64.65
2022-01-18 12:15:00,0.9299,38.99,62.16
2022-01-18 12:30:00,0.9503,38.41,60.40
2022-01-18 12:45:00,1.0000,38.35,62.96
2022-01-18 13:00:00,0.9558,39.56,64.03
2022-01-18 13:15:00,0.9170,40.36,68.25
2022-01-18 13:30:00,0.9216,39.60,62.26
2022-01-18 13:45:00,0.9352,39.72,61.60
2022-01-18 14:00:00,0.8192,36.06,57.45
2022-01-18 14:15:00,0.8312,34.99,55.67
2022-01-18 14:30:00,0.7386,35.53,52.52
2022-01-18 14:45:00,0.7656,36.90,59.16
2022-01-18 15:00:00,0.7936,35.62,57.22
2022-01-18 15:15:00,0.6394,33.26,53.37
2022-01-18 15:30:00,0.6215,32.37,51.41
2022-01-18 15:45:00,0.5010,30.92,44.50
2022-01-18 16:00:00,0.5392,29.28,45.94
2022-01-18 16:15:00,0.4618,30.68,44.03
2022-01-18 16:30:00,0.3850,29.12,44.24
2022-01-18 16:45:00,0.3370,30.16,41.49
2022-01-18 17:00:00,0.2743,29.65,42.16
2022-01-18 17:15:00,0.2126,26.61,34.42
2022-01-18 17:30:00,0.1413,24.16,31.60
2022-01-18 17:45:00,0.0931,24.97,29.39
2022-01-18 18:00:00,0.0000,20.48,26.96
2022-01-18 18:15:00,0.0000,21.42,30.42
2022-01-18 18:30:00,0.0000,21.42,25.17
2022-01-18 18:45:00,0.0000,20.34,24.56
2022-01-18 19:00:00,0.0000,22.01,31.23
2022-01-18 19:15:00,0.0000,20.00,26.86
2022-01-18 19:30:00,0.0000,20.91,26.28
2022-01-18 19:45:00,0.0000,22.16,31.18
2022-01-18 20:00:00,0.0000,21.31,26.41
2022-01-18 20:15:00,0.0000,21.38,25.11
2022-01-18 20:30:00,0.0000,20.00,26.19
2022-01-18 20:45:00,0.0000,22.48,28.46
2022-01-18 21:00:00,0.0000,22.11,26.79
2022-01-18 21:15:00,0.0000,21.98,29.76
2022-01-18 21:30:00,0.0000,23.66,30.68
2022-01-18 21:45:00,0.0000,20.54,28.23
2022-01-18 22:00:00,0.0000,21.86,27.99
2022-01-18 22:15:00,0.0000,22.93,28.26
2022-01-18 22:30:00,0.0000,21.55,27.60
2022-01-18 22:45:00,0.0000,22.14,31.81
2022-01-18 23:00:00,0.0000,22.99,26.38
