DATE_TIME,DC_POWER,AC_POWER
2022-01-07 22:00:00,0.00,0.00
2022-01-07 22:15:00,0.00,0.00
2022-01-07 22:30:00,0.00,0.00
2022-01-07 22:45:00,0.00,0.00
2022-01-07 23:00:00,0.00,0.00
2022-01-07 23:15:00,0.00,0.00
2022-01-07 23:30:00,0.00,0.00
2022-01-07 23:45:00,0.00,0.00
2022-01-08 00:00:00,0.00,0.00
2022-01-08 00:15:00,0.00,0.00
2022-01-08 00:30:00,0.00,0.00
2022-01-08 00:45:00,0.00,0.00
2022-01-08 01:00:00,0.00,0.00
2022-01-08 01:15:00,0.00,0.00
2022-01-08 01:30:00,0.00,0.00
2022-01-08 01:45:00,0.00,0.00
2022-01-08 02:00:00,0.00,0.00
2022-01-08 02:15:00,0.00,0.00
2022-01-08 02:30:00,0.00,0.00
2022-01-08 02:45:00,0.00,0.00
2022-01-08 03:00:00,0.00,0.00
2022-01-08 03:15:00,0.00,0.00
2022-01-08 03:30:00,0.00,0.00
2022-01-08 03:45:00,0.00,0.00
2022-01-08 04:00:00,0.00,0.00
2022-01-08 04:15:00,0.00,0.00
2022-01-08 04:30:00,0.00,0.00
2022-01-08 04:45:00,0.00,0.00
2022-01-08 05:00:00,0.00,0.00
2022-01-08 05:15:00,0.00,0.00
2022-01-08 05:30:00,0.00,0.00
2022-01-08 05:45:00,0.00,0.00
2022-01-08 06:00:00,0.00,0.00
2022-01-08 06:15:00,8.56,7.41
2022-01-08 06:30:00,23.29,21.29
2022-01-08 06:45:00,24.45,21.89
2022-01-08 07:00:00,38.46,33.29
2022-01-08 07:15:00,36.70,34.58
2022-01-08 07:30:00,35.10,31.75
2022-01-08 07:45:00,47.04,38.91
2022-01-08 08:00:00,50.00,45.73
2022-01-08 08:15:00,65.18,61.36
2022-01-08 08:30:00,63.79,57.49
2022-01-08 08:45:00,68.44,60.34
2022-01-08 09:00:00,74.08,68.52
2022-01-08 09:15:00,70.66,60.62
2022-01-08 09:30:00,71.90,59.36
2022-01-08 09:45:00,96.92,91.20
2022-01-08 10:00:00,78.36,74.71
2022-01-08 10:15:00,87.02,78.72
2022-01-08 10:30:00,100.00,91.45
2022-01-08 10:45:00,94.88,86.09
2022-01-08 11:00:00,100.00,89.98
2022-01-08 11:15:00,97.77,90.11
2022-01-08 11:30:00,94.81,80.78
2022-01-08 11:45:00,98.52,85.56
2022-01-08 12:00:00,95.88,81.90
2022-01-08 12:15:00,86.55,74.35
2022-01-08 12:30:00,100.00,91.49
2022-01-08 12:45:00,85.28,74.24
2022-01-08 13:00:00,93.45,83.37
2022-01-08 13:15:00,70.69,59.48
2022-01-08 13:30:00,91.20,83.11
2022-01-08 13:45:00,81.43,71.95
2022-01-08 14:00:00,78.94,66.46
2022-01-08 14:15:00,80.24,72.66
2022-01-08 14:30:00,82.76,73.08
2022-01-08 14:45:00,74.00,66.93
2022-01-08 15:00:00,65.20,56.69
2022-01-08 15:15:00,65.43,54.27
2022-01-08 15:30:00,54.60,51.75
2022-01-08 15:45:00,65.06,53.14
2022-01-08 16:00:00,48.94,40.80
2022-01-08 16:15:00,40.98,36.29
2022-01-08 16:30:00,34.72,31.03
2022-01-08 16:45:00,39.89,35.17
2022-01-08 17:00:00,26.17,21.69
2022-01-08 17:15:00,22.93,20.59
2022-01-08 17:30:00,26.15,22.10
2022-01-08 17:45:00,18.04,16.64
2022-01-08 18:00:00,0.00,0.00
2022-01-08 18:15:00,0.00,0.00
2022-01-08 18:30:00,0.00,0.00
2022-01-08 18:45:00,0.00,0.00
2022-01-08 19:00:00,0.00,0.00
2022-01-08 19:15:00,0.00,0.00
2022-01-08 19:30:00,0.00,0.00
2022-01-08 19:45:00,0.00,0.00
2022-01-08 20:00:00,0.00,0.00
2022-01-08 20:15:00,0.00,0.00
2022-01-08 20:30:00,0.00,0.00
2022-01-08 20:45:00,0.00,0.00
2022-01-08 21:00:00,0.00,0.00
2022-01-08 21:15:00,0.00,0.00
2022-01-08 21:30:00,0.00,0.00
2022-01-08 21:45:00,0.00,0.00
2022-01-08 22:00:00,0.00,0.00
2022-01-08 22:15:00,0.00,0.00
2022-01-08 22:30:00,0.00,0.00
2022-01-08 22:45:00,0.00,0.00
2022-01-08 23:00:00,0.00,0.00
2022-01-08 23:15:00,0.00,0.00
2022-01-08 23:30:00,0.00,0.00
2022-01-08 23:45:00,0.00,0.00
2022-01-09 00:00:00,0.00,0.00
2022-01-09 00:15:00,0.00,0.00
2022-01-09 00:30:00,0.00,0.00
2022-01-09 00:45:00,0.00,0.00
2022-01-09 01:00:00,0.00,0.00
2022-01-09 01:15:00,0.00,0.00
2022-01-09 01:30:00,0.00,0.00
2022-01-09 01:45:00,0.00,0.00
2022-01-09 02:00:00,0.00,0.00
2022-01-09 02:15:00,0.00,0.00
2022-01-09 02:30:00,0.00,0.00
2022-01-09 02:45:00,0.00,0.00
2022-01-09 03:00:00,0.00,0.00
2022-01-09 03:15:00,0.00,0.00
2022-01-09 03:30:00,0.00,0.00
2022-01-09 03:45:00,0.00,0.00
2022-01-09 04:00:00,0.00,0.00
2022-01-09 04:15:00,0.00,0.00
2022-01-09 04:30:00,0.00,0.00
2022-01-09 04:45:00,0.00,0.00
2022-01-09 05:00:00,0.00,0.00
2022-01-09 05:15:00,0.00,0.00
2022-01-09 05:30:00,0.00,0.00
2022-01-09 05:45:00,0.00,0.00
2022-01-09 06:00:00,0.00,0.00
2022-01-09 06:15:00,3.30,2.87
2022-01-09 06:30:00,13.61,11.48
2022-01-09 06:45:00,22.57,18.86
2022-01-09 07:00:00,16.10,14.95
2022-01-09 07:15:00,37.45,35.56
2022-01-09 07:30:00,40.07,33.76
2022-01-09 07:45:00,53.88,46.40
2022-01-09 08:00:00,51.83,44.83
2022-01-09 08:15:00,43.71,37.04
2022-01-09 08:30:00,63.73,59.94
2022-01-09 08:45:00,54.09,44.17
2022-01-09 09:00:00,65.93,57.16
2022-01-09 09:15:00,78.23,69.52
2022-01-09 09:30:00,73.49,68.23
2022-01-09 09:45:00,82.15,76.90
2022-01-09 10:00:00,79.48,76.55
2022-01-09 10:15:00,81.80,71.20
2022-01-09 10:30:00,90.60,82.20
2022-01-09 10:45:00,92.47,82.66
2022-01-09 11:00:00,93.67,79.70
2022-01-09 11:15:00,92.66,86.86
2022-01-09 11:30:00,99.34,89.05
2022-01-09 11:45:00,91.25,77.07
2022-01-09 12:00:00,100.00,89.05
2022-01-09 12:15:00,87.47,82.68
2022-01-09 12:30:00,92.42,81.77
2022-01-09 12:45:00,100.00,91.11
2022-01-09 13:00:00,90.43,76.23
2022-01-09 13:15:00,97.76,82.63
2022-01-09 13:30:00,90.53,79.03
2022-01-09 13:45:00,86.34,73.42
2022-01-09 14:00:00,84.30,71.45
2022-01-09 14:15:00,83.59,73.41
2022-01-09 14:30:00,74.15,65.18
2022-01-09 14:45:00,57.32,51.13
2022-01-09 15:00:00,65.09,60.88
2022-01-09 15:15:00,62.57,52.19
2022-01-09 15:30:00,66.02,60.93
2022-01-09 15:45:00,43.86,40.48
2022-01-09 16:00:00,56.71,51.01
2022-01-09 16:15:00,51.94,45.12
2022-01-09 16:30:00,28.92,24.36
2022-01-09 16:45:00,31.68,27.35
2022-01-09 17:00:00,13.53,10.42
2022-01-09 17:15:00,16.36,13.70
2022-01-09 17:30:00,11.46,9.80
2022-01-09 17:45:00,0.00,0.00
2022-01-09 18:00:00,0.00,0.00
2022-01-09 18:15:00,0.00,0.00
2022-01-09 18:30:00,0.00,0.00
2022-01-09 18:45:00,0.00,0.00
2022-01-09 19:00:00,0.00,0.00
2022-01-09 19:15:00,0.00,0.00
2022-01-09 19:30:00,0.00,0.00
2022-01-09 19:45:00,0.00,0.00
2022-01-09 20:00:00,0.00,0.00
2022-01-09 20:15:00,0.00,0.00
2022-01-09 20:30:00,0.00,0.00
2022-01-09 20:45:00,0.00,0.00
2022-01-09 21:00:00,0.00,0.00
2022-01-09 21:15:00,0.00,0.00
2022-01-09 21:30:00,0.00,0.00
2022-01-09 21:45:00,0.00,0.00
2022-01-09 22:00:00,0.00,0.00
2022-01-09 22:15:00,0.00,0.00
2022-01-09 22:30:00,0.00,0.00
2022-01-09 22:45:00,0.00,0.00
2022-01-09 23:00:00,0.00,0.00
2022-01-09 23:15:00,0.00,0.00
2022-01-09 23:30:00,0.00,0.00
2022-01-09 23:45:00,0.00,0.00
2022-01-10 00:00:00,0.00,0.00
2022-01-10 00:15:00,0.00,0.00
2022-01-10 00:30:00,0.00,0.00
2022-01-10 00:45:00,0.00,0.00
2022-01-10 01:00:00,0.00,0.00
2022-01-10 01:15:00,0.00,0.00
2022-01-10 01:30:00,0.00,0.00
2022-01-10 01:45:00,0.00,0.00
2022-01-10 02:00:00,0.00,0.00
2022-01-10 02:15:00,0.00,0.00
2022-01-10 02:30:00,0.00,0.00
2022-01-10 02:45:00,0.00,0.00
2022-01-10 03:00:00,0.00,0.00
2022-01-10 03:15:00,0.00,0.00
2022-01-10 03:30:00,0.00,0.00
2022-01-10 03:45:00,0.00,0.00
2022-01-10 04:00:00,0.00,0.00
2022-01-10 04:15:00,0.00,0.00
2022-01-10 04:30:00,0.00,0.00
2022-01-10 04:45:00,0.00,0.00
2022-01-10 05:00:00,0.00,0.00
2022-01-10 05:15:00,0.00,0.00
2022-01-10 05:30:00,0.00,0.00
2022-01-10 05:45:00,0.00,0.00
2022-01-10 06:00:00,0.00,0.00
2022-01-10 06:15:00,12.75,12.17
2022-01-10 06:30:00,0.00,0.00
2022-01-10 06:45:00,29.01,25.99
2022-01-10 07:00:00,33.79,27.92
2022-01-10 07:15:00,29.50,26.87
2022-01-10 07:30:00,45.76,43.84
2022-01-10 07:45:00,40.86,32.69
2022-01-10 08:00:00,44.74,38.72
2022-01-10 08:15:00,60.06,55.08
2022-01-10 08:30:00,68.78,63.60
2022-01-10 08:45:00,63.26,56.89
2022-01-10 09:00:00,64.69,57.23
2022-01-10 09:15:00,77.36,65.60
2022-01-10 09:30:00,72.19,60.87
2022-01-10 09:45:00,90.86,81.34
2022-01-10 10:00:00,81.85,69.82
2022-01-10 10:15:00,83.78,76.24
2022-01-10 10:30:00,90.36,76.62
2022-01-10 10:45:00,94.45,84.37
2022-01-10 11:00:00,98.71,91.28
2022-01-10 11:15:00,91.71,77.19
2022-01-10 11:30:00,89.39,82.89
2022-01-10 11:45:00,100.00,89.47
2022-01-10 12:00:00,100.00,88.37
2022-01-10 12:15:00,88.87,80.96
2022-01-10 12:30:00,100.00,92.39
2022-01-10 12:45:00,94.90,78.87
2022-01-10 13:00:00,100.00,91.53
2022-01-10 13:15:00,91.43,75.67
2022-01-10 13:30:00,94.02,88.64
2022-01-10 13:45:00,96.53,83.91
2022-01-10 14:00:00,94.93,89.72
2022-01-10 14:15:00,72.65,62.45
2022-01-10 14:30:00,83.38,73.16
2022-01-10 14:45:00,65.72,57.28
2022-01-10 15:00:00,74.84,61.84
2022-01-10 15:15:00,70.92,66.38
2022-01-10 15:30:00,61.55,57.16
2022-01-10 15:45:00,54.65,44.26
2022-01-10 16:00:00,45.89,39.58
2022-01-10 16:15:00,38.89,30.86
2022-01-10 16:30:00,24.45,23.69
2022-01-10 16:45:00,30.38,27.89
2022-01-10 17:00:00,20.55,17.00
2022-01-10 17:15:00,29.93,26.17
2022-01-10 17:30:00,7.02,6.24
2022-01-10 17:45:00,8.55,6.94
2022-01-10 18:00:00,0.00,0.00
2022-01-10 18:15:00,0.00,0.00
2022-01-10 18:30:00,0.00,0.00
2022-01-10 18:45:00,0.00,0.00
2022-01-10 19:00:00,0.00,0.00
2022-01-10 19:15:00,0.00,0.00
2022-01-10 19:30:00,0.00,0.00
2022-01-10 19:45:00,0.00,0.00
2022-01-10 20:00:00,0.00,0.00
2022-01-10 20:15:00,0.00,0.00
2022-01-10 20:30:00,0.00,0.00
2022-01-10 20:45:00,0.00,0.00
2022-01-10 21:00:00,0.00,0.00
2022-01-10 21:15:00,0.00,0.00
2022-01-10 21:30:00,0.00,0.00
2022-01-10 21:45:00,0.00,0.00
2022-01-10 22:00:00,0.00,0.00
2022-01-10 22:15:00,0.00,0.00
2022-01-10 22:30:00,0.00,0.00
2022-01-10 22:45:00,0.00,0.00
2022-01-10 23:00:00,0.00,0.00
2022-01-10 23:15:00,0.00,0.00
2022-01-10 23:30:00,0.00,0.00
2022-01-10 23:45:00,0.00,0.00
2022-01-11 00:00:00,0.00,0.00
2022-01-11 00:15:00,0.00,0.00
2022-01-11 00:30:00,0.00,0.00
2022-01-11 00:45:00,0.00,0.00
2022-01-11 01:00:00,0.00,0.00
2022-01-11 01:15:00,0.00,0.00
2022-01-11 01:30:00,0.00,0.00
2022-01-11 01:45:00,0.00,0.00
2022-01-11 02:00:00,0.00,0.00
2022-01-11 02:15:00,0.00,0.00
2022-01-11 02:30:00,0.00,0.00
2022-01-11 02:45:00,0.00,0.00
2022-01-11 03:00:00,0.00,0.00
2022-01-11 03:15:00,0.00,0.00
2022-01-11 03:30:00,0.00,0.00
2022-01-11 03:45:00,0.00,0.00
2022-01-11 04:00:00,0.00,0.00
2022-01-11 04:15:00,0.00,0.00
2022-01-11 04:30:00,0.00,0.00
2022-01-11 04:45:00,0.00,0.00
2022-01-11 05:00:00,0.00,0.00
2022-01-11 05:15:00,0.00,0.00
2022-01-11 05:30:00,0.00,0.00
2022-01-11 05:45:00,0.00,0.00
2022-01-11 06:00:00,0.00,0.00
2022-01-11 06:15:00,0.00,0.00
2022-01-11 06:30:00,29.20,25.57
2022-01-11 06:45:00,16.56,15.76
2022-01-11 07:00:00,19.66,17.98
2022-01-11 07:15:00,28.31,23.40
2022-01-11 07:30:00,38.07,33.86
2022-01-11 07:45:00,49.74,44.97
2022-01-11 08:00:00,49.80,43.50
2022-01-11 08:15:00,50.85,42.59
2022-01-11 08:30:00,55.41,48.50
2022-01-11 08:45:00,70.92,64.10
2022-01-11 09:00:00,75.25,63.72
2022-01-11 09:15:00,76.29,65.79
2022-01-11 09:30:00,81.62,75.80
2022-01-11 09:45:00,78.78,70.41
2022-01-11 10:00:00,79.94,74.35
2022-01-11 10:15:00,78.78,73.22
2022-01-11 10:30:00,91.76,78.67
2022-01-11 10:45:00,95.09,88.02
2022-01-11 11:00:00,100.00,87.12
2022-01-11 11:15:00,90.33,81.11
2022-01-11 11:30:00,99.87,90.21
2022-01-11 11:45:00,100.00,92.20
2022-01-11 12:00:00,90.15,80.55
2022-01-11 12:15:00,100.00,83.07
2022-01-11 12:30:00,99.23,87.15
2022-01-11 12:45:00,93.73,83.03
2022-01-11 13:00:00,100.00,85.71
2022-01-11 13:15:00,100.00,80.58
2022-01-11 13:30:00,92.40,77.16
2022-01-11 13:45:00,97.04,93.00
2022-01-11 14:00:00,82.23,73.99
2022-01-11 14:15:00,82.31,73.63
2022-01-11 14:30:00,71.99,63.34
2022-01-11 14:45:00,80.54,68.50
2022-01-11 15:00:00,75.48,67.96
2022-01-11 15:15:00,76.15,71.54
2022-01-11 15:30:00,60.39,51.37
2022-01-11 15:45:00,58.21,49.54
2022-01-11 16:00:00,42.09,38.81
2022-01-11 16:15:00,49.89,40.92
2022-01-11 16:30:00,51.58,49.00
2022-01-11 16:45:00,29.99,27.33
2022-01-11 17:00:00,19.67,19.15
2022-01-11 17:15:00,15.53,12.64
2022-01-11 17:30:00,6.54,4.26
2022-01-11 17:45:00,7.42,7.30
2022-01-11 18:00:00,1.01,0.00
2022-01-11 18:15:00,0.00,0.00
2022-01-11 18:30:00,0.00,0.00
2022-01-11 18:45:00,0.00,0.00
2022-01-11 19:00:00,0.00,0.00
2022-01-11 19:15:00,0.00,0.00
2022-01-11 19:30:00,0.00,0.00
2022-01-11 19:45:00,0.00,0.00
2022-01-11 20:00:00,0.00,0.00
2022-01-11 20:15:00,0.00,0.00
2022-01-11 20:30:00,0.00,0.00
2022-01-11 20:45:00,0.00,0.00
2022-01-11 21:00:00,0.00,0.00
2022-01-11 21:15:00,0.00,0.00
2022-01-11 21:30:00,0.00,0.00
2022-01-11 21:45:00,0.00,0.00
2022-01-11 22:00:00,0.00,0.00
2022-01-11 22:15:00,0.00,0.00
2022-01-11 22:30:00,0.00,0.00
2022-01-11 22:45:00,0.00,0.00
2022-01-11 23:00:00,0.00,0.00
2022-01-11 23:15:00,0.00,0.00
2022-01-11 23:30:00,0.00,0.00
2022-01-11 23:45:00,0.00,0.00
2022-01-12 00:00:00,0.00,0.00
2022-01-12 00:15:00,0.00,0.00
2022-01-12 00:30:00,0.00,0.00
2022-01-12 00:45:00,0.00,0.00
2022-01-12 01:00:00,0.00,0.00
2022-01-12 01:15:00,0.00,0.00
2022-01-12 01:30:00,0.00,0.00
2022-01-12 01:45:00,0.00,0.00
2022-01-12 02:00:00,0.00,0.00
2022-01-12 02:15:00,0.00,0.00
2022-01-12 02:30:00,0.00,0.00
2022-01-12 02:45:00,0.00,0.00
2022-01-12 03:00:00,0.00,0.00
2022-01-12 03:15:00,0.00,0.00
2022-01-12 03:30:00,0.00,0.00
2022-01-12 03:45:00,0.00,0.00
2022-01-12 04:00:00,0.00,0.00
2022-01-12 04:15:00,0.00,0.00
2022-01-12 04:30:00,0.00,0.00
2022-01-12 04:45:00,0.00,0.00
2022-01-12 05:00:00,0.00,0.00
2022-01-12 05:15:00,0.00,0.00
2022-01-12 05:30:00,0.00,0.00
2022-01-12 05:45:00,0.00,0.00
2022-01-12 06:00:00,0.00,0.00
2022-01-12 06:15:00,8.12,8.17
2022-01-12 06:30:00,0.00,0.00
2022-01-12 06:45:00,18.88,17.07
2022-01-12 07:00:00,19.56,16.06
2022-01-12 07:15:00,34.88,31.95
2022-01-12 07:30:00,32.42,29.63
2022-01-12 07:45:00,45.51,38.74
2022-01-12 08:00:00,57.78,50.49
2022-01-12 08:15:00,48.75,42.52
2022-01-12 08:30:00,55.55,46.56
2022-01-12 08:45:00,68.79,59.83
2022-01-12 09:00:00,91.04,79.50
2022-01-12 09:15:00,71.96,61.50
2022-01-12 09:30:00,77.03,67.14
2022-01-12 09:45:00,85.49,77.17
2022-01-12 10:00:00,90.80,75.12
2022-01-12 10:15:00,94.93,82.80
2022-01-12 10:30:00,94.92,87.05
2022-01-12 10:45:00,91.31,84.12
2022-01-12 11:00:00,96.43,89.81
2022-01-12 11:15:00,97.81,88.79
2022-01-12 11:30:00,94.38,85.47
2022-01-12 11:45:00,99.89,94.13
2022-01-12 12:00:00,97.52,86.42
2022-01-12 12:15:00,100.00,91.32
2022-01-12 12:30:00,100.00,92.40
2022-01-12 12:45:00,86.44,73.57
2022-01-12 13:00:00,87.30,77.98
2022-01-12 13:15:00,89.46,73.34
2022-01-12 13:30:00,92.32,80.04
2022-01-12 13:45:00,94.51,85.16
2022-01-12 14:00:00,97.99,89.51
2022-01-12 14:15:00,76.45,68.67
2022-01-12 14:30:00,83.86,69.06
2022-01-12 14:45:00,73.82,68.57
2022-01-12 15:00:00,78.69,66.77
2022-01-12 15:15:00,62.68,57.70
2022-01-12 15:30:00,67.79,57.42
2022-01-12 15:45:00,51.49,47.69
2022-01-12 16:00:00,51.77,48.52
2022-01-12 16:15:00,32.33,27.25
2022-01-12 16:30:00,35.45,32.42
2022-01-12 16:45:00,39.79,38.24
2022-01-12 17:00:00,29.10,25.37
2022-01-12 17:15:00,8.90,9.16
2022-01-12 17:30:00,13.72,11.25
2022-01-12 17:45:00,11.09,10.08
2022-01-12 18:00:00,1.83,0.33
2022-01-12 18:15:00,0.00,0.00
2022-01-12 18:30:00,0.00,0.00
2022-01-12 18:45:00,0.00,0.00
2022-01-12 19:00:00,0.00,0.00
2022-01-12 19:15:00,0.00,0.00
2022-01-12 19:30:00,0.00,0.00
2022-01-12 19:45:00,0.00,0.00
2022-01-12 20:00:00,0.00,0.00
2022-01-12 20:15:00,0.00,0.00
2022-01-12 20:30:00,0.00,0.00
2022-01-12 20:45:00,0.00,0.00
2022-01-12 21:00:00,0.00,0.00
2022-01-12 21:15:00,0.00,0.00
2022-01-12 21:30:00,0.00,0.00
2022-01-12 21:45:00,0.00,0.00
2022-01-12 22:00:00,0.00,0.00
2022-01-12 22:15:00,0.00,0.00
2022-01-12 22:30:00,0.00,0.00
2022-01-12 22:45:00,0.00,0.00
2022-01-12 23:00:00,0.00,0.00
2022-01-12 23:15:00,0.00,0.00
2022-01-12 23:30:00,0.00,0.00
2022-01-12 23:45:00,0.00,0.00
2022-01-13 00:00:00,0.00,0.00
2022-01-13 00:15:00,0.00,0.00
2022-01-13 00:30:00,0.00,0.00
2022-01-13 00:45:00,0.00,0.00
2022-01-13 01:00:00,0.00,0.00
2022-01-13 01:15:00,0.00,0.00
2022-01-13 01:30:00,0.00,0.00
2022-01-13 01:45:00,0.00,0.00
2022-01-13 02:00:00,0.00,0.00
2022-01-13 02:15:00,0.00,0.00
2022-01-13 02:30:00,0.00,0.00
2022-01-13 02:45:00,0.00,0.00
2022-01-13 03:00:00,0.00,0.00
2022-01-13 03:15:00,0.00,0.00
2022-01-13 03:30:00,0.00,0.00
2022-01-13 03:45:00,0.00,0.00
2022-01-13 04:00:00,0.00,0.00
2022-01-13 04:15:00,0.00,0.00
2022-01-13 04:30:00,0.00,0.00
2022-01-13 04:45:00,0.00,0.00
2022-01-13 05:00:00,0.00,0.00
2022-01-13 05:15:00,0.00,0.00
2022-01-13 05:30:00,0.00,0.00
2022-01-13 05:45:00,0.00,0.00
2022-01-13 06:00:00,0.00,0.00
2022-01-13 06:15:00,2.66,2.11
2022-01-13 06:30:00,14.49,11.04
2022-01-13 06:45:00,35.95,31.51
2022-01-13 07:00:00,26.21,21.13
2022-01-13 07:15:00,42.26,37.97
2022-01-13 07:30:00,37.93,33.20
2022-01-13 07:45:00,57.30,47.26
2022-01-13 08:00:00,52.72,43.13
2022-01-13 08:15:00,67.62,59.83
2022-01-13 08:30:00,53.49,43.85
2022-01-13 08:45:00,70.05,63.96
2022-01-13 09:00:00,65.51,56.52
2022-01-13 09:15:00,76.28,70.15
2022-01-13 09:30:00,92.13,84.48
2022-01-13 09:45:00,73.67,69.89
2022-01-13 10:00:00,83.76,68.29
2022-01-13 10:15:00,82.87,72.80
2022-01-13 10:30:00,93.36,87.75
2022-01-13 10:45:00,91.00,75.33
2022-01-13 11:00:00,90.78,73.46
2022-01-13 11:15:00,98.09,82.55
2022-01-13 11:30:00,95.18,83.85
2022-01-13 11:45:00,97.34,82.26
2022-01-13 12:00:00,98.83,89.13
2022-01-13 12:15:00,97.77,88.98
2022-01-13 12:30:00,96.75,80.76
2022-01-13 12:45:00,84.94,77.24
2022-01-13 13:00:00,96.56,89.39
2022-01-13 13:15:00,100.00,90.86
2022-01-13 13:30:00,95.13,82.10
2022-01-13 13:45:00,86.78,77.80
2022-01-13 14:00:00,89.14,73.75
2022-01-13 14:15:00,84.39,74.36
2022-01-13 14:30:00,80.74,68.53
2022-01-13 14:45:00,59.58,48.59
2022-01-13 15:00:00,55.83,51.98
2022-01-13 15:15:00,50.86,46.41
2022-01-13 15:30:00,55.97,51.23
2022-01-13 15:45:00,56.11,47.05
2022-01-13 16:00:00,46.71,43.45
2022-01-13 16:15:00,44.78,39.77
2022-01-13 16:30:00,40.99,36.66
2022-01-13 16:45:00,23.04,19.09
2022-01-13 17:00:00,27.59,25.55
2022-01-13 17:15:00,24.97,20.51
2022-01-13 17:30:00,10.21,9.99
2022-01-13 17:45:00,0.00,0.00
2022-01-13 18:00:00,0.00,0.00
2022-01-13 18:15:00,0.00,0.00
2022-01-13 18:30:00,0.00,0.00
2022-01-13 18:45:00,0.00,0.00
2022-01-13 19:00:00,0.00,0.00
2022-01-13 19:15:00,0.00,0.00
2022-01-13 19:30:00,0.00,0.00
2022-01-13 19:45:00,0.00,0.00
2022-01-13 20:00:00,0.00,0.00
2022-01-13 20:15:00,0.00,0.00
2022-01-13 20:30:00,0.00,0.00
2022-01-13 20:45:00,0.00,0.00
2022-01-13 21:00:00,0.00,0.00
2022-01-13 21:15:00,0.00,0.00
2022-01-13 21:30:00,0.00,0.00
2022-01-13 21:45:00,0.00,0.00
2022-01-13 22:00:00,0.00,0.00
2022-01-13 22:15:00,0.00,0.00
2022-01-13 22:30:00,0.00,0.00
2022-01-13 22:45:00,0.00,0.00
2022-01-13 23:00:00,0.00,0.00
2022-01-13 23:15:00,0.00,0.00
2022-01-13 23:30:00,0.00,0.00
2022-01-13 23:45:00,0.00,0.00
2022-01-14 00:00:00,0.00,0.00
2022-01-14 00:15:00,0.00,0.00
2022-01-14 00:30:00,0.00,0.00
2022-01-14 00:45:00,0.00,0.00
2022-01-14 01:00:00,0.00,0.00
2022-01-14 01:15:00,0.00,0.00
2022-01-14 01:30:00,0.00,0.00
2022-01-14 01:45:00,0.00,0.00
2022-01-14 02:00:00,0.00,0.00
2022-01-14 02:15:00,0.00,0.00
2022-01-14 02:30:00,0.00,0.00
2022-01-14 02:45:00,0.00,0.00
2022-01-14 03:00:00,0.00,0.00
2022-01-14 03:15:00,0.00,0.00
2022-01-14 03:30:00,0.00,0.00
2022-01-14 03:45:00,0.00,0.00
2022-01-14 04:00:00,0.00,0.00
2022-01-14 04:15:00,0.00,0.00
2022-01-14 04:30:00,0.00,0.00
2022-01-14 04:45:00,0.00,0.00
2022-01-14 05:00:00,0.00,0.00
2022-01-14 05:15:00,0.00,0.00
2022-01-14 05:30:00,0.00,0.00
2022-01-14 05:45:00,0.00,0.00
2022-01-14 06:00:00,0.00,0.00
2022-01-14 06:15:00,16.05,14.00
2022-01-14 06:30:00,21.10,17.20
2022-01-14 06:45:00,19.89,17.76
2022-01-14 07:00:00,22.71,17.21
2022-01-14 07:15:00,35.66,32.59
2022-01-14 07:30:00,39.92,34.98
2022-01-14 07:45:00,52.05,43.99
2022-01-14 08:00:00,51.92,46.81
2022-01-14 08:15:00,58.31,54.09
2022-01-14 08:30:00,62.07,54.66
2022-01-14 08:45:00,59.22,55.18
2022-01-14 09:00:00,85.18,80.49
2022-01-14 09:15:00,72.13,63.12
2022-01-14 09:30:00,78.32,72.25
2022-01-14 09:45:00,79.68,68.82
2022-01-14 10:00:00,90.51,79.45
2022-01-14 10:15:00,78.76,74.45
2022-01-14 10:30:00,97.77,90.95
2022-01-14 10:45:00,87.95,73.78
2022-01-14 11:00:00,96.98,80.87
2022-01-14 11:15:00,80.91,68.53
2022-01-14 11:30:00,98.29,80.68
2022-01-14 11:45:00,96.84,87.80
2022-01-14 12:00:00,100.00,90.22
2022-01-14 12:15:00,96.52,80.82
2022-01-14 12:30:00,97.24,87.54
2022-01-14 12:45:00,92.19,86.70
2022-01-14 13:00:00,97.45,80.05
2022-01-14 13:15:00,97.67,84.52
2022-01-14 13:30:00,95.19,81.75
2022-01-14 13:45:00,87.46,72.03
2022-01-14 14:00:00,81.73,69.66
2022-01-14 14:15:00,93.32,86.18
2022-01-14 14:30:00,86.58,72.64
2022-01-14 14:45:00,73.45,62.72
2022-01-14 15:00:00,66.39,60.07
2022-01-14 15:15:00,62.84,51.37
2022-01-14 15:30:00,63.62,60.11
2022-01-14 15:45:00,64.60,59.16
2022-01-14 16:00:00,43.39,38.29
2022-01-14 16:15:00,42.89,34.64
2022-01-14 16:30:00,49.62,44.37
2022-01-14 16:45:00,40.38,33.57
2022-01-14 17:00:00,20.26,19.29
2022-01-14 17:15:00,23.05,22.13
2022-01-14 17:30:00,16.70,14.24
2022-01-14 17:45:00,0.00,0.00
2022-01-14 18:00:00,0.00,0.00
2022-01-14 18:15:00,0.00,0.00
2022-01-14 18:30:00,0.00,0.00
2022-01-14 18:45:00,0.00,0.00
2022-01-14 19:00:00,0.00,0.00
2022-01-14 19:15:00,0.00,0.00
2022-01-14 19:30:00,0.00,0.00
2022-01-14 19:45:00,0.00,0.00
2022-01-14 20:00:00,0.00,0.00
